Key,EN,RU,FR,DE,ES,IT
dialogs/1room/wall_2,I would never lie to someone’s face like that… but it’s not my fault if they assume I’m in the band.,"Я бы никогда не стал так солгать кому-то в лицо ... но я не виноват, если они решат, что я в группе.,",Je ne mentirais jamais de la sorte… mais ce n’est pas ma faute s’ils pensent que je fais partie du groupe.,"Ich würde nie jemandem so ins Gesicht lügen ... aber es ist nicht meine Schuld, wenn sie annehmen, dass ich Teil der Band bin.",Nunca mentiría a nadie a la cara así... ¡Pero no es culpa mía si se creen que estoy en la banda!,Non mentirei mai così spudoratamente… ma non è colpa mia se credono che sia nella band.
dialogs/1room/wall_3,Your email signature did say Brandon Lee Walker of the Debbie King Band...,"В вашей электронной подписи говорилось, что Брэндон Ли Уокер из группы Дебби Кинг ...,",Votre signature électronique disait Brandon Lee Walker de l’orchestre de Debbie King…,In deiner E-Mail-Signatur stand Brandon Lee Walker von der Debbie King Band ...,"Bueno, tu correo estaba firmado como ""Brandon Lee Walker, miembro de la banda de Debbie King""...",Nella firma della tua e-mail c'è scritto Brandon Lee Walker della Debbie King Band...
dialogs/1room/accentwall_1,"Not only do I get to work for my favorite singer ever, but she also paid for this redesign.","Я не только работаю с моей любимой певицей, но еще она заплатила за этот редизайн.,","Non seulement je travaille pour ma chanteuse préférée, mais elle a également payé pour ce réaménagement.","Ich arbeite nicht nur für meine Lieblingssängerin, sondern sie hat auch noch für die Umgestaltung dieses Badezimmers bezahlt.","No solo trabajo para mi cantante preferida, sino que además paga ella la reforma.","Non solo lavoro per la mia cantante preferita in assoluto, ma lei ha anche pagato questa ristrutturazione."
dialogs/1room/accentwall_2,She did? That’s so charitable of her. What a lovely gift.,"Она заплатила? Это так снисходительно с ее стороны. Какой прекрасный подарок.,",Elle l’a fait? C’est vraiment gentil de sa part. Quel adorable cadeau!,"Echt, das hat sie? Das ist so großzügig von ihr. Was für ein schönes Geschenk.","¿Ay, sí? Es la mejor. Qué regalazo, sí.",Davvero? Gentile da parte sua. Che regalo delizioso.
dialogs/1room/accentwall_3,"It wasn’t so much a gift as it was my earnings saved for the past three years, but it’s still kind of like she paid for it.","Это был не столько подарок, сколько мой заработок, накопленный за последние три года, но это все равно как будто она за него заплатила.","Ce n’était pas tant un cadeau que mes revenus économisés au cours des trois dernières années, mais c’est toujours un peu comme si elle l’avait payé.","Es war nicht wirklich ein Geschenk, sondern eher mein nicht ausgezahlter Lohn der letzten drei Jahre, aber es fühlt sich trotzdem so an, als hätte sie dafür bezahlt.","No te creas que es ningún regalo. Son simplemente mis ahorros durante los tres últimos años, pero bueno, de alguna forma, paga ella.",Non è stato proprio un regalo visto che ho usato i miei risparmi degli ultimi tre anni. Ma è pur sempre come se avesse pagato lei.
dialogs/1room/fireplace_1,"A fireplace in the bathroom isn’t exactly my style, but I definitely respect it.","Камин в ванной - не совсем мой стиль, но я его определенно уважаю.,","Une cheminée dans la salle de bain ne correspond pas exactement à mon style, mais je respecte vraiment ce choix.","Ein Kamin im Badezimmer ist nicht gerade nach meinem Geschmack, aber ich kann es vollkommen nachvollziehen.","Una chimenea en el baño no es lo que diría mi estilo, pero es algo que respeto.","Un caminetto nella sala da bagno non è proprio nel mio stile, ma potrei accettarlo."
dialogs/1room/fireplace_2,"I think a fireplace in the bathroom is a great idea. If it gets out of control, you can just jump in the tub.","Я считаю, что камин в ванной - отличная идея. Если он выйдет из-под контроля, можно просто прыгнуть в ванну.,","Je pense qu’une cheminée dans la salle de bain est une excellente idée. Si les choses partent en vrille, vous pouvez tout simplement sauter dans la baignoire.","Ich finde, ein Kamin im Badezimmer ist eine tolle Idee. Wenn das Feuer außer Kontrolle gerät, kannst du einfach in die Wanne springen.","Pues yo creo que una chimenea en el baño es una idea genial. Si se va de madre, simplemente te metes en la bañera y todo solucionado.",Un caminetto nel bagno... che grande idea. Se ti scappa il fuoco puoi sempre saltare nella vasca.
dialogs/1room/fireplace_3,"Girl, I work for a diva. I am used to putting out fires.","Детка, я работаю на диву. Я привык тушить пожары.,","Jeune fille, je travaille pour une diva. J’ai l’habitude d’éteindre des incendies.","Mädel, ich arbeite für eine Diva. Ich bin es gewohnt, Feuer zu löschen.","Chica, que trabajo para una súper diva. Estoy acostumbrado a jugar con fuego.","Ragazza, lavoro per una diva. Sono abituato a gestire le fiamme."
dialogs/1room/decor1_1,A big passion of mine is conservation and you two really nailed it by using sustainable materials.,"Моя большая страсть - это сохранение природы, и вы двое действительно добились этого, используя экологически чистые материалы.,",L’une de mes grandes passions est la conservation et vous avez vraiment fait ressortir cela toutes les deux avec des matériaux durables.,"Eine große Leidenschaft von mir ist der Umweltschutz, und ihr beide habt den Nagel wirklich auf den Kopf getroffenen, indem ihr nachhaltige Materialien verwendet habt.","Una de mis pasiones es el reciclaje y la lucha por el medio ambiente, y habéis dado en el clavo utilizando tanto material ecosostenible.","Ci tengo alla salvaguardia dell'ambiente, e voi avete fatto centro utilizzando materiali sostenibili."
dialogs/1room/decor1_2,I’ve heard that Debbie King is big on conservation as well. Is that why you like her so much?,"Я слышал, что Дебби Кинг тоже любит охрану природы. Поэтому она тебе так нравится?",J’ai entendu dire que Debbie King est également très attachée à la conservation. Est-ce pour cela que vous l’appréciez autant?,"Ich habe gehört, dass Debbie King sich auch für den Umweltschutz einsetzt. Magst du sie deshalb so gerne?",He leído por ahí que Debbie King también es una defensora del medio ambiente. ¿Por eso te gusta tanto?,Ho sentito che anche Debbie rispetta molto l'ambiente. Per questo ti piace così tanto?
dialogs/1room/decor1_3,I love Debbie because she’s fabulous.,"Я люблю Дебби, потому что она потрясающая.",J’adore Debbie parce qu’elle est fabuleuse.,"Ich liebe Debbie, weil sie einfach fabelhaft ist.","Bueno, a mí Debbie me gusta porque es fantástica y ya.",Adoro Debbie perché è favolosa.
dialogs/1room/decor2_1,This place is so nice I’m going to have to start charging people to use it!,"Это место настолько хорошее, что мне придется брать деньги с людей за его использование!",Cet endroit est si agréable que je vais pouvoir faire payer les gens pour l’utiliser!,"Das Badezimmer ist so schön, dass ich anfangen muss, Leute dafür bezahlen zu lassen um es zu benutzen!",¡Está quedando todo tan espectacular que voy tener que empezar a cobrar por entrar aquí!,"Caspita com'è bello, dovrò far pagare il biglietto a chi lo userà!"
dialogs/1room/decor2_2,You’re gone most of the year. You could always Air Bed and Bathroom this place.,,Vous êtes absent pendant une bonne partie de l’année. On peut toujours dormir et déjeuner dans cet endroit.,Du bist die meiste Zeit des Jahres gar nicht hier. Du könntest es jederzeit als Air Bett and Bad vermieten.,"Bueno, es fácil, como estás casi siempre fuera... Puedes alquilarlo cuando no estés y ya.",Stai via per la maggior parte dell'anno. Potresti trasformarlo in un Bed & Bathroom.
dialogs/1room/decor2_3,I think that stands for bed and breakfast.,"Я думаю, это означает кровать и завтрак.,",Je pense que cela signifie chambre et petit-déjeuner.,Ich glaube das steht für Bed and Breakfast.,"Sí, como un Bed and Breakfast pero en vez de ""Bed"", Baño.",Volevi dire Bed & Breakfast.
dialogs/1room/basket_1,If I had one complaint about life on the road is how much waste there is! I feel like we’re killing the planet.,"Если бы у меня была одна жалоба на жизнь в дороге, так это на то, сколько там отходов! Я чувствую, что мы убиваем планету.","Si je devais me plaindre de quelque chose au sujet de la vie sur la route, ce serait de la quantité de déchets! J’ai l’impression que nous tuons la planète.","Wenn ich eine Beschwerde über das Leben unterwegs auf der Straße hätte, wäre es, wie viel Abfall es gibt! Ich habe das Gefühl, wir bringen den Planeten um.",¡Si algo no me gusta de vivir en la carretera es la cantidad de residuos que generamos! Me da la sensación de estar matando poco a poco al planeta.,L'unica pecca della vita sempre in viaggio è lo spreco che si fa! Sento che stiamo uccidendo il pianeta.
